18.477800	-15.429632	82.707063
18.720929	-15.741431	83.373085
19.038054	-16.193139	84.015322
19.418604	-16.744783	84.708530
19.682875	-17.224474	85.887664
19.830867	-17.524281	86.713399
19.915433	-17.732147	87.372628
19.947146	-17.844075	88.035255
19.968287	-17.904036	88.677494
19.989429	-17.920026	89.357113
19.957717	-17.924023	90.036732
19.936575	-17.896041	90.723148
19.915433	-17.836080	91.429953
19.862579	-17.756131	92.123166
19.799154	-17.692173	92.836767
19.682875	-17.572250	93.818821
19.429175	-17.228472	94.450869
18.763212	-16.440979	95.069325
17.769554	-15.029890	95.660597
16.416488	-13.011193	96.228083
14.767438	-10.364902	96.758189
13.023252	-7.202947	97.257713
11.226211	-3.709208	97.709663
9.640588	-0.135523	98.120836
8.245239	3.302249	98.515018
6.976740	6.556139	98.973765
5.951371	9.610158	99.238819
5.052851	12.556246	99.476688
4.344606	15.238505	99.711159
3.847777	17.568992	99.826695
3.467228	19.491744	99.918445
3.171245	21.142673	99.925241
2.928116	22.605723	99.898056
2.706129	23.932862	99.796112
2.505284	25.176055	99.653391
2.357292	26.295329	99.442707
2.209301	27.362636	99.442707
2.040168	28.381975	99.153866
1.902747	29.353345	98.824248
1.723043	30.280744	98.430065
1.501056	31.196150	97.967920
1.342494	32.091570	97.461600
1.162790	32.951012	96.911104
0.940803	33.782473	96.302841
0.761099	34.573960	95.647005
0.581395	35.277505	94.977576
0.443974	35.869121	94.454267
0.338266	36.328823	94.165428
0.264270	36.684593	93.448427
0.221987	36.956417	92.711038
0.126850	37.152290	91.970251
0.126850	37.312186	91.212474
0.105708	37.416119	90.434310
0.095137	37.472083	89.649349
0.116279	37.496067	88.854195
0.084567	37.516054	88.055644
0.095137	37.524049	87.260491
0.095137	37.536041	86.954663
0.116279	37.536041	86.577475
0.105708	37.532044	85.785722
0.095137	37.508060	84.987172
0.105708	37.508060	84.164837
0.084567	37.516054	83.345901
0.105708	37.544036	82.503178
0.105708	37.568021	81.650262
0.084567	37.564023	80.787152
0.116279	37.552031	79.839092
0.137421	37.528047	79.489091
0.158562	37.492070	79.145887
0.179704	37.444101	78.755109
0.147991	37.396132	77.915788
0.200845	37.332173	77.062875
0.211416	37.264217	76.203167
0.232558	37.200259	75.350256
0.253700	37.156287	74.466762
0.243129	37.104321	73.569677
0.274841	37.056352	72.655602
0.285412	37.032368	72.057546
0.295983	37.008383	71.676966
0.306554	36.992394	71.303181
0.264270	36.980401	70.885222
0.295983	36.968409	70.005129
0.306554	36.932432	69.114843
0.306554	36.900453	68.221160
0.348837	36.860479	67.320681
0.338266	36.828500	66.399815
0.391120	36.764541	65.461959
0.391120	36.684593	64.673617
0.422833	36.616637	64.235271
0.475687	36.548681	63.817315
0.465116	36.488720	63.389164
0.454545	36.436753	62.971207
0.475687	36.380790	62.063935
0.517970	36.348810	61.132878
0.539112	36.328823	60.195026
0.496828	36.296844	59.229989
0.549682	36.256870	58.254760
0.549682	36.200906	57.327103
0.570824	36.144943	56.861576
0.591966	36.080984	56.399447
0.591966	36.041010	55.920328
0.602537	36.005033	55.468393
0.602537	35.985046	55.030050
0.623678	35.957064	54.075211
0.644820	35.937077	53.116975
0.602537	35.897103	52.128157
0.676532	35.865124	51.129146
0.655391	35.841139	50.031593
0.687103	35.821152	49.515098
0.697674	35.793170	49.005399
0.687103	35.753196	48.519486
0.697674	35.713222	48.009787
0.634249	35.677246	47.530670
0.761099	35.641269	47.071942
0.750528	35.585305	46.072933
0.771670	35.533339	45.080721
0.803382	35.473378	44.051132
0.803382	35.401424	43.004553
0.835094	35.337466	42.243405
0.866807	35.273507	41.706524
0.835094	35.205551	41.166245
0.887949	35.133598	40.642956
0.887949	35.081631	40.099280
0.909090	35.017673	39.559001
0.972515	34.957712	39.093478
0.909090	34.897751	38.060494
0.961944	34.845784	36.990132
0.983086	34.777828	35.923169
1.025369	34.693883	35.009114
1.057082	34.605940	34.441653
1.057082	34.533986	33.867397
1.099365	34.450041	33.296538
1.120506	34.362098	32.718883
1.131077	34.286147	32.127637
1.152219	34.218191	31.556779
1.141648	34.138243	31.087860
1.173361	34.062292	30.007307
1.183931	34.026315	28.896173
1.226215	33.974349	27.808825
1.236785	33.910390	27.197192
1.236785	33.822447	26.595753
1.279069	33.750494	26.001110
1.268498	33.686536	25.379283
1.300210	33.642564	24.777845
1.321352	33.590598	24.152620
1.321352	33.546626	23.520600
1.353064	33.506652	22.915764
1.363635	33.458683	21.906571
1.363635	33.418709	20.652726
1.363635	33.414712	20.037696
1.331923	33.430701	19.388687
1.331923	33.518644	18.743076
1.162790	33.734504	18.097465
1.120506	34.058295	17.445058
1.173361	34.142240	16.809641
1.268498	34.006328	16.153837
1.416489	33.654556	15.491236
1.501056	33.226834	14.821840
1.596193	32.879059	13.775272
1.606764	32.679189	12.881611
1.649047	32.487313	12.219011
1.733614	32.263458	11.549616
1.775897	31.983639	10.870026
1.892176	31.667844	10.193835
1.934459	31.356046	9.514245
1.987313	31.048246	8.804074
2.050738	30.748440	8.100700
2.082451	30.468622	7.404121
2.167017	30.212788	6.727929
2.209301	29.964948	5.851260
2.241013	29.721107	5.198854
2.315009	29.485260	4.583826
2.315009	29.241418	3.995982
2.389005	29.009568	3.425127
2.431288	28.761729	2.908640
2.452429	28.509892	2.419336
2.494713	28.226076	1.970807
2.547567	27.938263	1.559656
2.589850	27.690424	1.165495
2.610992	27.510540	0.852884
2.568708	27.410605	0.604834
2.547567	27.362636	0.400957
2.547567	27.342649	0.237856
2.558138	27.334655	0.105336
2.579279	27.310670	0.027184
